Gmt time,Open,High,Low,Close,Volume
17.07.2011 21:00:00.000,1.41088,1.41351,1.40148,1.41132,245652388916.02
18.07.2011 21:00:00.000,1.41133,1.42178,1.40690,1.41534,272658701293.95
19.07.2011 21:00:00.000,1.41533,1.42397,1.41340,1.42170,240372030395.51
20.07.2011 21:00:00.000,1.42173,1.44342,1.41394,1.44253,283728141845.7
21.07.2011 21:00:00.000,1.44253,1.44406,1.43247,1.43596,238683552978.52
24.07.2011 21:00:00.000,1.43852,1.44186,1.43256,1.43780,234067870849.61
25.07.2011 21:00:00.000,1.43781,1.45259,1.43577,1.45112,247754307373.05
26.07.2011 21:00:00.000,1.45113,1.45363,1.43403,1.43694,244933238891.6
27.07.2011 21:00:00.000,1.43694,1.44010,1.42551,1.43326,255679561645.51
28.07.2011 21:00:00.000,1.43329,1.44131,1.42307,1.43968,271296987548.83
31.07.2011 21:00:00.000,1.43857,1.44534,1.41861,1.42511,261543868286.13
01.08.2011 21:00:00.000,1.42513,1.42836,1.41519,1.42054,292172672851.56
02.08.2011 21:00:00.000,1.42040,1.43448,1.41460,1.43243,318401637939.45
03.08.2011 21:00:00.000,1.43243,1.43690,1.40913,1.40930,337065381347.66
04.08.2011 21:00:00.000,1.40938,1.42983,1.40565,1.42812,351506816650.39
07.08.2011 21:00:00.000,1.44172,1.44298,1.41312,1.41801,362663635986.33
08.08.2011 21:00:00.000,1.41808,1.43788,1.41532,1.43758,369226288208.01
09.08.2011 21:00:00.000,1.43773,1.44017,1.41629,1.41786,344069289550.78
10.08.2011 21:00:00.000,1.41786,1.42881,1.41048,1.42413,371025448730.47
11.08.2011 21:00:00.000,1.42409,1.42902,1.41504,1.42495,284069762451.17
14.08.2011 21:00:00.000,1.42696,1.44734,1.42534,1.44457,266263851928.71
15.08.2011 21:00:00.000,1.44457,1.44677,1.43549,1.44082,271754259033.2
16.08.2011 21:00:00.000,1.44084,1.45168,1.43290,1.44268,263307731811.52
