id,pair,mode,ind,p1,p2,cnt,train_sr,winrate,ev,sharpe,dsr,p_val,n_trades,p3,p_adj
4592,EURJPY,Normal,DynRSI,100,240.0,193,0.35069181418700107,0.5061153174140943,1.26097275e-05,0.3506918305803169,2.663281833823494e-72,5.524642180398942e-07,193,3.0,9.425511371969324e-07
4593,EURJPY,Normal,DynRSI,100,250.0,538,0.10139915435665033,0.5050078280824415,2.2755944e-06,0.10139915326706077,0.0,0.009337998529934222,538,2.0,0.009751494114551807
4594,EURJPY,Normal,DynRSI,100,250.0,452,0.2827404704109269,0.5062332811790239,6.957812e-06,0.28274055229833583,6.506856102494258e-192,9.210786577895647e-10,452,2.25,2.211397662212936e-09
4595,EURJPY,Normal,DynRSI,100,250.0,356,0.21125475560071458,0.5050777974471257,5.724735e-06,0.21125473713344212,1.539409412100843e-182,3.3605841106121304e-05,356,2.5,4.551169913307667e-05
4596,EURJPY,Normal,DynRSI,100,250.0,271,0.3072439258846945,0.5054150149168335,9.321865e-06,0.3072439501895555,4.6006468528426895e-110,2.1197846267195786e-07,271,2.75,3.7983226658892024e-07
4597,EURJPY,Normal,DynRSI,100,250.0,183,0.15026233741089418,0.5048720356891289,5.4791926e-06,0.1502623425884397,4.086165535320282e-121,0.021040849817327678,183,3.0,0.021518951565861345
4598,EURJPY,Normal,DynRSI,100,260.0,438,0.19168587589883854,0.5054471233575711,4.735584e-06,0.1916858535239259,8.680087030893514e-241,3.014310696980438e-05,438,2.25,4.107085262530891e-05
4599,EURJPY,Normal,DynRSI,100,260.0,348,0.25702092280541056,0.5049390434510784,6.9768803e-06,0.2570209447517754,3.808471011251049e-155,8.147403811609166e-07,348,2.5,1.3638748437553705e-06
4600,EURJPY,Normal,DynRSI,100,260.0,263,0.26759437327189983,0.5051935788479698,8.170852e-06,0.2675943891712704,5.083251969527617e-118,7.135435273197821e-06,263,2.75,1.0531936706480647e-05
4601,EURJPY,Normal,DynRSI,100,260.0,178,0.17720013102388665,0.5055268532980897,6.577626e-06,0.1772001062907272,6.363162237990363e-110,0.009035886261455128,178,3.0,0.00944335189564364
4602,EURJPY,Normal,DynRSI,100,270.0,517,0.1443889830660327,0.5048256673332754,3.2717305e-06,0.14438897232272235,0.0,0.0005134274681558582,517,2.0,0.0005999327655444326
4603,EURJPY,Normal,DynRSI,100,270.0,430,0.24009613182334436,0.5059984619328377,5.930675e-06,0.24009613294611118,1.5674912338579384e-204,3.199987639312951e-07,430,2.25,5.615287949503993e-07
4604,EURJPY,Normal,DynRSI,100,270.0,326,0.18782255998815992,0.5047307251596006,5.192631e-06,0.18782260251995772,2.3691494236030425e-179,0.00034790427807906976,326,2.5,0.0004138687233909192
4605,EURJPY,Normal,DynRSI,100,270.0,252,0.29878341950212994,0.5053092082908597,9.345252e-06,0.2987833911987179,2.286920244353248e-102,1.0526770625185478e-06,252,2.75,1.7354183667181821e-06
